City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Oriximina,BR,2021-04-19 01:08:52,-1.7656,-55.8661,72.99,97,100,5.48
284,Yarada,IN,2021-04-19 01:08:52,17.65,83.2667,82.36,69,31,10.0
285,Deloraine,AU,2021-04-19 01:08:53,-41.5333,146.6667,62.01,67,98,7.0
286,Lethem,GY,2021-04-19 01:08:53,3.3803,-59.7968,78.48,68,83,7.36
287,Virginia,US,2021-04-19 01:08:54,37.5481,-77.4467,61.0,55,90,10.36
288,Santa Maria,BR,2021-04-19 01:08:54,-29.6842,-53.8069,69.8,73,40,10.36
289,Genhe,CN,2021-04-19 01:05:18,50.7833,121.5167,31.59,37,6,11.21
290,Nome,US,2021-04-19 01:08:37,64.5011,-165.4064,39.99,65,90,6.91
291,Aksu,CN,2021-04-19 01:08:55,41.1231,80.2644,61.25,38,100,4.65
292,Kishtwar,IN,2021-04-19 01:08:55,33.3167,75.7667,43.77,68,1,6.06
